time,open,high,low,close,volume
2022-11-04 20:00:00,141.61,141.8,141.6,141.75,30949
2022-11-04 19:00:00,141.62,141.65,141.49,141.6,19844
2022-11-04 18:00:00,141.32,141.64,141.31,141.64,25728
2022-11-04 17:00:00,141.56,141.8,141.15,141.29,980091
2022-11-04 16:00:00,140.18,141.81,139.85,141.8,9840256
2022-11-04 15:00:00,137.29,140.39,137.0,140.145,5626339
2022-11-04 14:00:00,138.29,139.23,137.11,137.31,5118329
2022-11-04 13:00:00,138.11,139.94,137.59,138.34,7088428
2022-11-04 12:00:00,140.92,141.46,138.07,138.11,8701650
2022-11-04 11:00:00,139.66,142.29,138.66,140.91,12027444
2022-11-04 10:00:00,138.8,140.63,136.97,139.64,8166103
2022-11-04 09:00:00,136.4677,138.9,134.35,138.8,632344
2022-11-04 08:00:00,136.36,136.7,136.0,136.4,37129
2022-11-04 07:00:00,136.0,136.8,136.0,136.8,18814
2022-11-04 06:00:00,135.73,136.21,135.59,136.0,15367
2022-11-04 05:00:00,135.05,136.3,134.73,135.7,18509
2022-11-03 20:00:00,134.22,134.75,134.22,134.66,30127
2022-11-03 19:00:00,134.24,134.34,134.1,134.16,19601
2022-11-03 18:00:00,134.25,134.44,134.12,134.2,20177
2022-11-03 17:00:00,134.21,134.9476,134.08,134.44,426032
2022-11-03 16:00:00,135.24,136.116,134.0801,134.21,6520958
2022-11-03 15:00:00,134.2601,135.49,134.1,135.225,4053997
2022-11-03 14:00:00,135.76,135.9015,134.24,134.25,3428464
2022-11-03 13:00:00,134.985,135.9292,134.25,135.76,5379233
2022-11-03 12:00:00,136.77,137.81,134.1262,135.025,7760323
2022-11-03 11:00:00,130.25,137.27,129.7014,136.76,13725243
2022-11-03 10:00:00,129.21,132.24,129.05,130.2093,6525550
2022-11-03 09:00:00,130.6,132.21,128.85,129.2,226365
2022-11-03 08:00:00,131.35,131.35,129.9,130.2,61950
2022-11-03 07:00:00,131.43,131.51,130.72,131.11,17521
2022-11-03 06:00:00,131.7,132.05,131.35,131.35,9146
2022-11-03 05:00:00,131.91,132.05,131.39,131.5,44850
2022-11-02 20:00:00,131.81,131.97,131.45,131.7,44673
2022-11-02 19:00:00,132.23,132.24,131.8,131.8,38750
2022-11-02 18:00:00,132.45,132.75,132.2,132.2,43091
2022-11-02 17:00:00,132.19,132.74,131.48,132.45,1194938
2022-11-02 16:00:00,136.78,138.74,132.1124,132.22,13353103
2022-11-02 15:00:00,138.2401,142.1,135.82,136.8,15057015
2022-11-02 14:00:00,137.82,138.41,137.06,138.26,3677549
2022-11-02 13:00:00,138.51,139.02,137.17,137.82,4805301
2022-11-02 12:00:00,139.57,139.9,138.12,138.475,5871500
2022-11-02 11:00:00,140.06,140.7,137.93,139.56,9705551
2022-11-02 10:00:00,137.27,141.57,136.81,140.0673,10534406
2022-11-02 09:00:00,137.27,137.86,137.0,137.35,130225
2022-11-02 08:00:00,137.0,137.76,136.9,137.5,35759
2022-11-02 07:00:00,137.4,137.4,136.72,136.72,5984
2022-11-02 06:00:00,137.59,137.59,137.26,137.32,2737
2022-11-02 05:00:00,136.41,137.78,136.41,137.46,6653
2022-11-01 20:00:00,137.4,137.4,136.8,136.9,34067
2022-11-01 19:00:00,137.27,137.44,135.43,137.3,20894
2022-11-01 18:00:00,136.86,138.2,135.43,137.1,473677
2022-11-01 17:00:00,135.43,137.26,133.52,137.0,848044
2022-11-01 16:00:00,136.89,137.01,135.3,135.4,5459265
2022-11-01 15:00:00,136.375,137.14,136.1201,136.885,3566861
2022-11-01 14:00:00,136.88,137.33,135.94,136.3731,3453118
2022-11-01 13:00:00,137.61,138.55,136.58,136.88,4769428
2022-11-01 12:00:00,136.1,137.8,135.82,137.63,6825132
2022-11-01 11:00:00,137.69,138.01,135.19,136.1,8836864
2022-11-01 10:00:00,138.12,139.25,137.0581,137.67,7574003
2022-11-01 09:00:00,137.33,138.58,134.37,138.15,197816
2022-11-01 08:00:00,137.47,137.6,137.03,137.54,32639
2022-11-01 07:00:00,137.5,137.66,137.32,137.54,9037
2022-11-01 06:00:00,137.2,137.59,137.2,137.27,8990
2022-11-01 05:00:00,135.26,137.47,135.26,137.38,30673
2022-10-31 20:00:00,134.98,135.05,134.53,134.7,47309
2022-10-31 19:00:00,134.95,135.1,134.91,134.97,11807
2022-10-31 18:00:00,135.17,135.29,134.91,135.0,14208
2022-10-31 17:00:00,134.97,135.35,134.82,135.17,961324
2022-10-31 16:00:00,135.575,135.67,134.73,135.0,6680394
2022-10-31 15:00:00,135.82,136.24,135.2001,135.58,4921960
2022-10-31 14:00:00,134.86,136.43,134.54,135.83,5277232
2022-10-31 13:00:00,135.15,135.84,134.0701,134.845,5496181
2022-10-31 12:00:00,133.66,137.5,133.26,135.1199,6926636
2022-10-31 11:00:00,135.13,136.09,132.97,133.67,9078246
2022-10-31 10:00:00,137.38,138.38,134.2801,135.1542,6584170
2022-10-31 09:00:00,137.5507,138.2981,137.01,137.38,235625
2022-10-31 08:00:00,137.37,138.2,137.03,137.99,72776
2022-10-31 07:00:00,137.03,137.2,136.95,137.1,11797
2022-10-31 06:00:00,136.75,137.38,136.75,137.01,18083
2022-10-31 05:00:00,137.4,137.6,136.68,136.73,46239
2022-10-28 20:00:00,138.88,138.92,138.71,138.79,30960
2022-10-28 19:00:00,138.7,138.89,138.67,138.88,15996
2022-10-28 18:00:00,138.81,138.88,138.66,138.73,43237
