time,open,high,low,close,volume
2022-11-04 20:00:00,137.03,137.03,136.31,137.0,698
2022-11-04 19:00:00,136.55,136.55,136.55,136.55,100
2022-11-04 17:00:00,136.96,137.0,136.88,137.0,91495
2022-11-04 16:00:00,136.52,137.08,136.35,137.0,938626
2022-11-04 15:00:00,135.675,136.58,135.37,136.53,328459
2022-11-04 14:00:00,135.39,135.92,135.15,135.66,298194
2022-11-04 13:00:00,135.2,135.83,134.94,135.385,315037
2022-11-04 12:00:00,136.99,137.24,135.16,135.18,471507
2022-11-04 11:00:00,136.165,137.73,136.165,136.9904,639687
2022-11-04 10:00:00,135.79,136.3,135.44,136.15,685189
2022-11-04 09:00:00,135.0,135.99,135.0,135.55,4735
2022-11-04 08:00:00,135.21,135.5,135.21,135.5,370
2022-11-03 20:00:00,134.36,134.36,134.36,134.36,591
2022-11-03 19:00:00,134.23,134.23,134.23,134.23,398
2022-11-03 18:00:00,134.31,134.31,134.31,134.31,500
2022-11-03 17:00:00,134.47,134.74,134.47,134.74,127149
2022-11-03 16:00:00,134.88,134.99,134.26,134.41,811229
2022-11-03 15:00:00,134.1346,134.9183,133.97,134.88,339987
2022-11-03 14:00:00,134.56,134.69,134.07,134.145,373840
2022-11-03 13:00:00,134.39,135.31,134.345,134.5899,383365
2022-11-03 12:00:00,134.95,135.255,134.23,134.37,502275
2022-11-03 11:00:00,134.63,135.55,134.35,134.92,625827
2022-11-03 10:00:00,135.81,136.48,134.39,134.605,710239
2022-11-03 09:00:00,135.95,136.0,135.76,136.0,1125
2022-11-03 08:00:00,136.1,136.1,135.9,135.9,1554
2022-11-03 07:00:00,136.5,136.5,136.5,136.5,233
2022-11-02 20:00:00,136.8,136.8,136.8,136.8,3816
2022-11-02 19:00:00,136.8,136.8,136.8,136.8,662
2022-11-02 18:00:00,136.81,136.81,136.8,136.8,200
2022-11-02 17:00:00,136.83,136.94,136.8,136.8101,498529
2022-11-02 16:00:00,137.89,138.8,136.8,136.84,1102869
2022-11-02 15:00:00,138.88,140.17,137.54,137.92,1190573
2022-11-02 14:00:00,138.75,139.14,138.58,138.91,407023
2022-11-02 13:00:00,138.49,138.775,138.18,138.75,459534
2022-11-02 12:00:00,138.11,138.535,138.02,138.503,284688
2022-11-02 11:00:00,137.58,138.2595,137.58,138.13,397289
2022-11-02 10:00:00,137.75,138.66,137.56,137.57,318524
2022-11-02 09:00:00,137.78,137.85,137.78,137.85,598
2022-11-02 08:00:00,137.98,137.98,137.98,137.98,290
2022-11-02 07:00:00,137.8,137.8,137.8,137.8,2414
2022-11-01 20:00:00,138.0,138.0,138.0,138.0,990
2022-11-01 19:00:00,138.2,138.2,137.74,137.74,14610
2022-11-01 18:00:00,137.73,137.73,137.2,137.2,3705
2022-11-01 17:00:00,138.2,138.2,138.2,138.2,104660
2022-11-01 16:00:00,138.09,138.55,138.03,138.18,758575
2022-11-01 15:00:00,137.74,138.15,137.59,138.108,403676
2022-11-01 14:00:00,137.47,137.83,137.3,137.7335,267729
2022-11-01 13:00:00,137.23,137.63,137.015,137.47,395837
2022-11-01 12:00:00,137.02,137.28,136.7,137.21,322775
2022-11-01 11:00:00,138.235,138.32,136.83,137.02,493850
2022-11-01 10:00:00,139.0,139.3,137.8,138.235,363891
2022-11-01 09:00:00,139.37,139.37,138.99,139.15,1816
2022-11-01 06:00:00,139.1,139.19,139.05,139.14,1220
2022-11-01 05:00:00,138.76,138.89,138.76,138.89,459
2022-10-31 20:00:00,138.3,138.3,138.3,138.3,100
2022-10-31 19:00:00,138.29,138.3,138.29,138.3,2430
2022-10-31 17:00:00,138.29,138.29,138.16,138.29,302094
2022-10-31 16:00:00,138.34,138.625,137.91,138.33,918584
2022-10-31 15:00:00,138.4,138.7699,138.24,138.325,412948
2022-10-31 14:00:00,137.8,138.44,137.775,138.41,321321
2022-10-31 13:00:00,137.9601,138.33,137.51,137.79,313399
2022-10-31 12:00:00,137.19,138.3,137.19,137.975,444757
2022-10-31 11:00:00,136.61,137.55,136.595,137.195,484784
2022-10-31 10:00:00,138.0,138.54,136.61,136.61,717088
2022-10-31 09:00:00,138.38,138.38,138.1069,138.1069,237
2022-10-31 08:00:00,138.19,138.19,138.19,138.19,254
2022-10-28 19:00:00,138.52,138.52,138.52,138.52,900
2022-10-28 17:00:00,138.51,138.72,138.51,138.53,105091
2022-10-28 16:00:00,138.74,138.7875,138.295,138.53,1254567
2022-10-28 15:00:00,138.52,138.74,138.2,138.73,398083
2022-10-28 14:00:00,138.34,138.8615,138.31,138.51,423154
2022-10-28 13:00:00,138.03,138.667,137.74,138.33,619203
2022-10-28 12:00:00,138.37,138.6,137.9,138.04,653650
2022-10-28 11:00:00,138.13,138.5,137.155,138.37,981402
2022-10-28 10:00:00,135.0,138.7431,135.0,138.12,928582
2022-10-28 09:00:00,134.49,135.104,134.49,134.75,2651
2022-10-28 08:00:00,134.2,134.2,134.2,134.2,384
2022-10-27 19:00:00,134.5,134.57,134.5,134.57,912
2022-10-27 18:00:00,134.52,134.53,134.0101,134.0101,1377
2022-10-27 17:00:00,134.77,134.77,133.35,134.52,89993
2022-10-27 16:00:00,134.68,135.2095,134.64,134.91,830675
2022-10-27 15:00:00,134.655,134.98,134.445,134.71,359565
2022-10-27 14:00:00,135.435,135.75,134.64,134.64,357069
2022-10-27 13:00:00,135.23,135.52,134.87,135.42,439222
2022-10-27 12:00:00,135.6,135.77,135.03,135.22,469575
2022-10-27 11:00:00,135.38,136.21,135.33,135.63,445587
2022-10-27 10:00:00,135.5,136.4,135.07,135.4,377545
2022-10-27 09:00:00,135.2699,135.92,135.07,135.15,2929
2022-10-27 07:00:00,135.01,135.01,135.01,135.01,613
2022-10-26 20:00:00,135.35,135.35,135.04,135.07,606
2022-10-26 19:00:00,135.03,135.03,135.03,135.03,100
2022-10-26 18:00:00,135.01,135.31,135.01,135.03,29227
2022-10-26 17:00:00,135.01,135.39,135.0,135.0,102657
2022-10-26 16:00:00,135.15,135.25,134.85,135.04,984688
2022-10-26 15:00:00,135.6,135.79,133.35,135.15,425685
2022-10-26 14:00:00,135.35,135.75,135.16,135.61,498893
2022-10-26 13:00:00,135.739,135.863,135.2301,135.35,393057
2022-10-26 12:00:00,135.27,135.78,135.24,135.735,651240
2022-10-26 11:00:00,133.64,135.4965,133.5411,135.28,1086459
2022-10-26 10:00:00,132.7,134.46,132.64,133.605,485533
2022-10-26 09:00:00,133.38,133.38,132.85,132.85,1375
2022-10-26 06:00:00,132.9,132.9,132.9,132.9,356
2022-10-25 20:00:00,132.61,132.77,132.0,132.77,3726
2022-10-25 19:00:00,132.87,132.93,132.54,132.6,4280
2022-10-25 17:00:00,132.93,133.49,132.5,132.5,339598
2022-10-25 16:00:00,132.74,133.3,132.74,132.95,1271255
2022-10-25 15:00:00,132.89,133.1281,132.72,132.745,583937
2022-10-25 14:00:00,132.76,132.97,132.62,132.89,557955
2022-10-25 13:00:00,132.4666,133.22,132.195,132.759,545005
2022-10-25 12:00:00,132.011,132.83,131.9075,132.46,626231
2022-10-25 11:00:00,132.04,132.35,131.38,132.0,894466
2022-10-25 10:00:00,132.3,132.3,131.3,132.05,561113
2022-10-25 09:00:00,132.1,132.1,131.7,132.0,4167
2022-10-25 08:00:00,132.4,132.4,132.4,132.4,234
2022-10-24 20:00:00,132.87,132.88,132.65,132.65,799
2022-10-24 19:00:00,132.48,132.88,132.48,132.51,1110
2022-10-24 18:00:00,132.5,132.5,132.5,132.5,100
2022-10-24 17:00:00,132.69,132.69,132.69,132.69,126833
2022-10-24 16:00:00,132.84,133.11,132.52,132.79,1351183
2022-10-24 15:00:00,132.35,132.89,132.31,132.84,574509
2022-10-24 14:00:00,132.1,132.45,131.9901,132.35,499880
2022-10-24 13:00:00,131.77,132.24,131.51,132.1,522876
2022-10-24 12:00:00,130.725,131.92,130.545,131.7795,510712
2022-10-24 11:00:00,131.23,131.32,129.85,130.72,766722
2022-10-24 10:00:00,130.7,132.07,130.24,131.25,563339
2022-10-24 09:00:00,130.9884,130.99,130.65,130.65,2328
2022-10-24 08:00:00,130.25,131.0,130.25,131.0,1264
2022-10-24 07:00:00,130.25,130.25,130.25,130.25,150
2022-10-21 20:00:00,130.05,130.05,129.98,129.98,527
2022-10-21 18:00:00,129.9,130.08,129.9,130.08,22250
2022-10-21 17:00:00,129.9,130.0,129.9,129.98,118667
2022-10-21 16:00:00,129.84,130.09,129.6359,129.95,1366666
2022-10-21 15:00:00,129.92,130.18,129.63,129.83,524080
2022-10-21 14:00:00,130.07,130.13,129.71,129.92,543016
2022-10-21 13:00:00,129.64,130.3,129.12,130.08,561248
2022-10-21 12:00:00,128.82,129.64,128.43,129.64,695876
2022-10-21 11:00:00,130.405,130.845,128.74,128.81,1210759
2022-10-21 10:00:00,128.0,130.4,127.59,130.35,1352440
2022-10-21 09:00:00,127.76,128.3,127.43,127.8,4898
2022-10-21 08:00:00,128.0,128.0,127.98,127.98,372
2022-10-20 20:00:00,128.13,128.13,127.93,127.93,3060
2022-10-20 19:00:00,128.22,128.39,128.14,128.3,1856
2022-10-20 18:00:00,128.34,128.39,128.3,128.3,3826
2022-10-20 17:00:00,128.3,128.59,128.01,128.3975,169299
2022-10-20 16:00:00,128.62,128.86,128.1,128.29,2593482
2022-10-20 15:00:00,127.95,128.96,127.72,128.63,1388506
2022-10-20 14:00:00,127.7,128.08,127.4616,127.965,1324870
2022-10-20 13:00:00,127.59,127.84,127.445,127.7081,1132352
2022-10-20 12:00:00,127.45,128.07,126.34,127.58,1443767
2022-10-20 11:00:00,126.96,128.45,126.9032,127.44,1960052
2022-10-20 10:00:00,127.85,127.9189,125.15,126.935,2902720
2022-10-20 09:00:00,127.096,128.39,126.19,128.0,65221
2022-10-20 08:00:00,126.33,127.56,126.33,127.5,12465
2022-10-20 07:00:00,126.3,126.5,126.0,126.5,1584
2022-10-20 06:00:00,126.25,126.3,126.24,126.3,1124
2022-10-20 05:00:00,126.3,126.3,126.3,126.3,298
2022-10-19 20:00:00,126.79,126.88,126.0,126.07,19108
2022-10-19 19:00:00,126.9,127.0,126.25,126.66,53897
2022-10-19 18:00:00,128.13,128.3,125.0,126.51,152994
2022-10-19 17:00:00,122.51,130.21,122.51,128.2,1137923
2022-10-19 16:00:00,122.49,123.1,122.4,122.61,1593442
2022-10-19 15:00:00,122.27,122.8373,122.175,122.4775,491020
2022-10-19 14:00:00,122.4,122.45,121.9875,122.25,562630
2022-10-19 13:00:00,123.16,123.16,122.36,122.415,324122
2022-10-19 12:00:00,123.06,123.5,122.94,123.15,342764
